minor_gid;major_id;minor_id;minor_name;registered_voters;votes
290;19;17;Saulėtekio;1205;670
291;19;18;Šatrijos;1420;701
292;19;19;Vilties;1845;966
293;19;20;Pingvinuko;2102;975
294;19;59;Girulių;253;186
295;19;60;Molo;841;490
296;19;62;Jūrų Laivininkystės;572;509
297;19;63;Prekybos uosto;3843;1932
298;19;64;S.Daukanto;1524;750
299;19;65;Kuršių;1390;771
300;19;66;Politechnikos;1702;905
301;20;21;Klaipėdos Vandens;4774;2393
302;20;22;Rumpiškių;1717;975
303;20;23;Aitvaro;1728;941
304;20;24;Ąžuolyno;1863;1039
305;20;26;Brigantinos;2233;1060
306;20;27;Draugystės;3880;2121
307;20;29;Švyturio;2035;1107
308;20;30;Olimpijos;1619;730
309;20;32;Dainavos;3667;1956
310;20;33;Aušros;1374;711
311;20;34;Bendrabučio;1360;348
312;20;35;Nykštuko;2662;1309
313;20;36;Debreceno;1802;921
314;20;37;Gedminų;3522;1722
315;20;38;Vėtrungės;2471;1262
316;20;39;Žilvičio;1982;982
317;21;45;Menų mokyklos;2430;1352
318;21;47;Versmės;4521;2135
319;21;48;Vakarų;3724;1924
320;21;49;Aukuro;3798;1796
321;21;50;Smiltelės;4329;2166
322;21;54;Želmenėlio;2264;1142
323;21;55;Brožynų;4403;1890
324;21;56;Laukininkai;3389;1553
325;21;57;Budelkiemio;5638;2545
326;21;58;Berželio;3516;1588
327;21;67;Volungėlės;1360;602
328;21;68;Bandužių;3178;1433
329;22;1;Kaštonų;1514;884
330;22;1;Kopų;1202;750
331;22;2;Ateities;2038;956
332;22;2;Smėlio;495;272
333;22;3;Pušų;176;113
334;22;3;Saulės;3599;1991
335;22;4;Vilniaus;1112;673
336;22;5;Aikštės;2717;1587
337;22;6;Kauno;895;483
338;22;7;Jūros;1209;572
339;22;11;Saulutės;2377;799
340;22;12;Vaivos;1972;502
341;22;13;Strėvos;2745;1015
342;22;14;Sulupės;2565;1015
343;22;15;Jūros;328;26
344;22;40;Pamario;1908;1023
345;22;42;Nemuno;4961;2411
346;22;43;Rambyno;1616;706
347;22;44;Transporto Laivyno;402;80
348;22;51;Alksnynės;3941;1959
349;22;52;Baltijos;601;314
350;23;1;Gubernijos;2003;1005
351;23;2;Medelyno;2225;1386
352;23;3;Purienų;2127;1146
353;23;4;J.Basanavičiaus;2114;934
354;23;5;M.K.Čiurlionio;1607;783
355;23;6;V.Kudirkos;1708;946
356;23;7;Stumbro;1522;648
357;23;8;Vijolių;2733;1049
358;23;9;Jovaro;2897;1491
359;23;10;Parko;1716;753
360;23;11;Varpo;2766;1527
361;23;12;Didždvario;1765;998
362;23;13;J.Janonio;1342;739
363;23;14;Venclauskių;1221;486
364;23;17;Stoties;1817;874
365;23;18;Kražių;2144;1169
366;24;15;S.Šalkauskio;1900;1109
367;24;16;Elnio;2010;966
368;24;19;P.Višinskio;1498;743
369;24;20;Linkuvos;2379;1048
370;24;21;Šimšės;2211;1170
371;24;22;Zoknių;2056;751
372;24;23;Pabalių;1415;722
373;24;24;Ragainės;1762;985
374;24;25;K.Donelaičio;1777;983
375;24;26;Aukštabalio;2331;1182
376;24;27;Verduliukų;2547;1326
377;24;28;Tilžės;1994;804
378;24;29;Žaliūkių;2129;1005
379;24;31;S.Dariaus ir S.Girėno;2583;1256
380;24;33;Lieporių;2683;1385
381;24;44;Margių;1902;905
382;25;30;Gegužių;2719;1386
383;25;32;Krymo;2880;1473
384;25;34;Beržyno;3049;1325
385;25;35;Senojo Bokšto;2899;1366
386;25;36;Dainų;3015;1527
387;25;37;Aido;2680;1203
388;25;38;Lyros;2629;1235
389;25;39;Architektų;2377;1120
390;25;40;Genupio;2736;1273
391;25;41;Šventupio;4249;1918
392;25;42;Gytarių;3329;1462
393;26;1;Geležinkelio;2720;1727
394;26;2;Rožių;3802;2492
395;26;3;Šiaulių;3147;1652
396;26;4;Vienybės;2898;1629
397;26;5;Maisto;3374;1766
398;26;6;V. Žemkalnio;2634;1287
399;26;7;J.Balčikonio;2599;1628
400;26;8;Laisvės;2770;1597
401;26;9;Daukanto;2808;1814
402;26;10;Konservatorijos;2685;1134
403;26;11;Danutės;2590;1522
404;26;12;Tulpių;3359;2037
405;26;25;Ukmergės;3139;1990
406;27;13;Pilėnai;3975;2329
407;27;14;Nemuno;4105;2041
408;27;15;Žvaigždžių;3019;1750
409;27;16;Šermuto;3161;1744
410;27;17;Parko;3538;1916
411;27;18;Dariaus ir Girėno;3844;2272
412;27;19;A. Lipniūno;3184;1764
413;27;20;Klaipėdos;2436;1238
414;27;21;Butų ūkio;3170;1838
415;27;22;Statybininkų;3360;1879
416;27;23;Kniaudiškių;3749;1986
417;28;9;Krekenavos;1806;917
418;28;10;Laukagalio;192;71
419;28;11;Žibartonių;838;357
420;28;12;Naujarodžių;431;172
421;28;13;Linkaučių;348;177
422;28;14;Upytės;644;327
423;28;15;Ėriškių;556;321
424;28;16;Liberiškio;604;260
425;28;17;Berniūnų;737;346
426;28;18;Naujamiesčio;1294;764
427;28;19;Gustonių;556;239
428;28;23;Uliūnų;696;336
429;28;24;Ramygalos;2278;1296
430;28;24;Vandentiekio;2761;1424
431;28;25;Daniūnų;425;206
432;28;26;J.Miltinio;3544;2143
433;28;26;Raguvos;1178;774
434;28;27;Staniūnų;3006;1400
435;28;27;Šilų;373;262
436;28;28;Beržų;3417;2060
437;28;28;Miežiškių;715;435
438;28;29;Nevėžio;620;364
439;28;29;Ramygalos;1994;1118
440;28;30;Trakiškio;689;397
441;28;31;Pavašuokių;182;115
442;28;32;Šilagalio;768;445
443;28;33;Dembavo;1854;1026
444;28;34;Velžio;1921;1109
445;28;35;Liūdynės;530;224
446;28;36;Katinų;352;173
447;28;37;Pažagienių;702;337
448;28;38;Vadoklių;1080;719
449;28;39;Jotainių;844;303
450;28;40;Linkuvės;157;90
451;28;41;Burvelių;191;107
452;28;42;Molainių;274;149
453;28;43;Mažėnių;281;173
454;29;1;Kvietiškio;3265;1521
455;29;2;Narto;1578;894
456;29;3;Laikštės;1404;731
457;29;4;Tarpučių;2005;1013
458;29;5;Uosupio;2471;1174
459;29;6;Mokolų;2995;1279
460;29;7;Degučių;4283;1930
461;29;8;Suvalkiečių;2573;1136
462;29;9;Šaulių;2905;1289
463;29;10;Kauno;2630;1388
464;29;11;Dariaus ir Girėno;2350;1342
465;29;12;Beržų;2254;834
466;29;13;Armino;1053;512
467;29;14;Gedimino;809;379
468;29;15;Centro;2555;1268
469;30;1;Amatų;1579;873
470;30;2;A.Ramanausko-Vanago;1888;1067
471;30;3;Centro;1852;956
472;30;4;A.Matučio;1763;1046
473;30;7;Dzūkijos;2134;1067
474;30;8;Alytekstos;2292;1033
475;30;9;Statybininkų;1840;902
476;30;10;Dainavos;2526;1202
477;30;11;Sporto;2566;1301
478;30;17;Rūmų;1034;363
479;30;18;Vidzgirio;3340;1568
480;30;19;Jotvingių;2567;1129
481;30;20;Topolių;2362;1124
482;30;21;Volungės;2866;1400
483;30;22;Dainavos;4989;2207
484;30;24;Likiškėlių;3491;1557
485;31;1;Gargždų;2780;1474
486;31;2;Gargždų;2618;1559
487;31;3;Gargždų;2100;1095
488;31;4;Gargždų;2702;1467
489;31;5;Endriejavo;1075;690
490;31;6;Judrėnų;646;384
491;31;7;Žadeikių;420;185
492;31;8;Daukšaičių;333;227
493;31;9;Pėžaičių;625;327
494;31;10;Šalpėnų;383;297
495;31;11;Veiviržėnų;1343;863
496;31;12;Girininkų;580;226
497;31;13;Lapių;500;251
498;31;14;Tilvikų;207;137
499;31;15;Vėžaičių;2082;1095
500;31;16;Priekulės;2551;1269
501;31;17;Agluonėnų;905;398
502;31;18;Dovilų;1290;498
503;31;19;Rimkų;832;378
504;31;20;Šiūparių;510;245
505;31;21;Dauparų;1105;625
506;31;22;Kvietinių;800;428
507;31;23;Girkalių;558;272
508;31;24;Kretingalės;907;373
509;31;25;Plikių;706;333
510;31;26;Drevernos;567;297
511;31;27;Kalotės;423;244
512;31;28;Venckų;795;391
513;31;29;Jakų;544;333
514;31;30;Paupių;1206;604
515;31;31;Tauralaukio;1880;991
516;32;1;Mokyklos;3501;1526
517;32;1;Pagėgių;1868;860
518;32;2;Panemunės;264;134
519;32;2;Žalgirio;3166;1873
520;32;3;Kentrių;243;112
521;32;3;Vidurinės;2876;1497
522;32;4;Natkiškių;706;288
523;32;4;Politechnikos;2742;1321
524;32;5;Pagėgių kaimiškoji;628;271
525;32;5;Tilžės;2781;1389
526;32;6;Piktupėnų;544;223
527;32;6;Rusnės;1484;878
528;32;7;Stoniškių;1357;573
529;32;8;Šilgalių;703;345
530;32;9;Rambyno;924;325
531;32;10;Pagrynių;1408;585
532;32;10;Vilkyškių;1023;490
533;32;11;Traksėdžių;846;402
534;32;11;Žukų;658;244
535;32;12;Jonaičių;1975;802
536;32;13;Juknaičių;1319;529
537;32;21;Saugų;1712;775
538;32;22;Kintų;1727;686
539;32;23;Vilkyčių;1057;467
540;32;29;Usėnų;1122;485
541;33;1;Šilalės;4382;2503
542;33;2;Balsių;1132;564
543;33;3;Bijotų;664;363
544;33;4;Bilionių;349;214
545;33;5;Bytlaukio;433;208
546;33;6;Biržų Lauko;703;319
547;33;7;Didkiemio;284;206
548;33;7;Gardamo;887;560
549;33;8;Gineikių;480;222
550;33;8;Ramučių;222;114
551;33;9;Girdiškės;251;162
552;33;9;Šylių;678;266
553;33;10;Iždonų;295;175
554;33;11;Jomantų;676;329
555;33;12;Jucaičių;733;347
556;33;13;Kaltinėnų;1327;748
557;33;14;Kvėdarnos;2168;1208
558;33;14;Pašyšių;931;287
559;33;15;Laukuvos;1734;903
560;33;16;Obelyno;740;342
561;33;17;Pajūrio;1154;650
562;33;18;Pajūralio;870;471
563;33;19;Požerės;698;335
564;33;20;Šiauduvos;707;319
565;33;21;Tenenių;430;229
566;33;22;Traksėdžio;1081;657
567;33;23;Upynos;952;454
568;33;24;Žadeikių;703;411
569;33;26;Švėkšnos;2136;1360
570;33;27;Inkaklių;845;374
571;33;28;Katyčių;1035;455
572;33;30;Bikavėnų;431;340
573;33;31;Gorainių;299;200
574;33;32;Kivylių;466;243
575;33;33;Vainuto;895;485
576;33;37;Žemaičių Naumiesčio;1314;833
577;33;38;Degučių;821;451
578;33;39;Naumiesčio kaimiškoji;839;464
579;34;1;Prezidento;3138;1615
580;34;2;J.Tumo - Vaižganto;3958;1761
581;34;3;Tauragės;1919;1005
582;34;4;Dariaus ir Girėno;1613;718
583;34;5;Aerodromo;2755;1327
584;34;6;Moksleivių;3804;1860
585;34;7;Laisvės;1392;637
586;34;8;Smėlynų;1755;972
587;34;9;Melioratorių;1265;602
588;34;10;Taurų;1853;812
589;34;11;Lauksargių;934;395
590;34;12;Šakių;221;77
591;34;13;Sartininkų;713;306
592;34;14;Žygaičių;854;433
593;34;15;Vizbarų;240;124
594;34;16;Kęsčių;707;378
595;34;17;Pilaitės;482;229
596;34;18;Norkaičių;498;281
597;34;19;Pagramančio;640;365
598;34;20;Mažonų;825;327
599;34;22;Šakviečio;367;169
600;34;23;Juodpetrių;242;110
601;34;28;Batakių;980;470
602;34;29;Eidintų;476;217
603;34;30;Gaurės;656;384
604;34;31;Kunigiškių;465;273
605;34;32;Eičių;328;108
606;34;33;Baltrušaičių;541;278
607;34;34;Dauglaukio;429;243
608;34;35;Drąslaukio;647;382
609;35;1;Birutės;1765;848
610;35;1;Daugėdų;356;200
611;35;2;Dariaus ir Girėno;1282;690
612;35;3;A.Jucio;3066;1663
613;35;3;Labardžių;315;183
614;35;4;Laisvės;2485;1493
615;35;5;V.Mačernio;2816;1535
616;35;6;Rietavo;2823;1675
617;35;6;Senamiesčio;2315;1338
618;35;7;A.Vaišvilos;2648;1569
619;35;7;Sauslaukio;1256;643
620;35;8;Aleksandravo;392;248
621;35;8;Tverų;1302;581
622;35;9;Alsėdžių;1107;651
623;35;11;Didvyčių;456;278
624;35;12;Gegrėnų;622;295
625;35;13;Giliogirio;267;131
626;35;14;Gintališkės;466;208
627;35;15;Glaudžių;716;388
628;35;16;Grumblių;459;179
629;35;17;Karklėnų;611;323
630;35;18;Kontaučių;614;315
631;35;19;Kulių;1103;576
632;35;21;Milašaičių;312;201
633;35;22;Medingėnų;520;269
634;35;23;Narvaišių;514;286
635;35;24;Nausodžio;1896;853
636;35;25;Pelaičių;984;451
637;35;29;Stalgėnų;582;304
638;35;30;Stanelių;576;242
639;35;31;Šateikių;1106;595
640;35;32;Truikių;738;472
641;35;34;Žemaičių Kalvarijos;1192;716
642;35;35;Žlibinų;600;363
643;36;1;Parko;1282;757
644;36;2;M.Daujoto;2831;1626
645;36;3;J.Pabrėžos;3487;1817
646;36;4;Vytauto;2142;1241
647;36;5;S.Daukanto;2816;1352
648;36;6;Kretingos;2279;1309
649;36;7;Salantų;1447;865
650;36;8;Darbėnų;1521;845
651;36;9;Lazdininkų;415;213
652;36;10;Kašučių;427;201
653;36;11;Kumpikų;312;157
654;36;12;Grūšlaukės;519;265
655;36;13;Mančių;152;84
656;36;14;Laukžemės;459;255
657;36;15;Piliakalnio;397;237
658;36;16;Žvainių;482;213
659;36;17;Laivių;439;188
660;36;18;Juodupėnų;298;155
661;36;19;Erlėnų;435;255
662;36;20;Kalnalio;405;210
663;36;21;Kartenos;1231;657
664;36;22;Kalniškių;306;139
665;36;23;Kurmaičių;697;293
666;36;24;Dvaro;881;467
667;36;25;Padvarių;345;186
668;36;26;Kretingsodžio;657;333
669;36;27;Rūdaičių;739;352
670;36;28;Vydmantų;1537;717
671;36;29;Kūlupėnų;1063;536
672;36;30;Nasrėnų;197;111
673;36;31;Baublių;483;234
674;36;32;Budrių;272;162
675;36;33;Mikoliškių;88;46
676;36;34;Dupulčių;446;185
677;36;35;Raguviškių;307;169
678;36;36;Rubulių;153;105
679;36;37;Jokūbavo;362;193
680;36;38;Valėnų;209;64
681;37;1;Skuodo;2378;1313
682;37;2;Vilniaus;2337;1184
683;37;3;Laisvės;1984;988
684;37;4;Aleksandrijos;596;355
685;37;5;Kaukolikų;499;261
686;37;6;Gėsalų;340;194
687;37;7;Barstyčių;756;286
688;37;8;Puokės;209;113
689;37;9;Ylakių;1315;751
690;37;10;Trumplaukės;476;248
691;37;11;Vižančių;437;194
692;37;12;Pašilės;511;328
693;37;13;Augzelių;213;140
694;37;13;Sedos;1915;1158
695;37;14;Lenkimų;1001;572
696;37;14;Žemalės;498;207
697;37;15;Mosėdžio;1833;1064
698;37;15;Šerkšnėnų;511;221
699;37;16;Plinkšių;623;298
700;37;16;Šauklių;510;316
701;37;17;Notėnų;454;222
702;37;17;Tirkšlių;1762;761
703;37;18;Balėnų;823;241
704;37;18;Šliktinės;589;246
705;37;19;Daukšių;629;384
706;37;19;Užlieknės;419;195
707;37;20;D.Rūšupių;702;254
708;37;21;Luknės;443;182
709;37;22;Auksūdžio;399;146
710;37;22;M.Rūšupių;368;190
711;37;23;Dagių;298;220
712;37;23;Šačių;673;315
713;37;24;Renavo;520;210
714;37;24;Rukų;440;228
715;37;25;Pikelių;436;177
716;37;26;Platelių;1340;710
717;37;26;Račalių;252;74
718;37;27;Ukrinų;572;245
719;37;28;Židikų;651;360
720;37;30;Bugenių;681;235
721;37;32;Purvėnų;491;141
722;37;33;Laižuvos;470;265
723;37;34;Lūšės;260;108
724;38;1;M.Račkausko;2450;1250
725;38;2;Senamieščio;1811;966
726;38;3;Kęstučio;1577;882
727;38;4;Gabijos;2521;1103
728;38;5;Žemaitijos;2775;1302
729;38;6;Reivyčių;1417;627
730;38;7;Pavasario;2993;1153
731;38;8;Naftininkų;3837;1532
732;38;9;Pavenčių;2268;873
733;38;10;Sodų;2805;1251
734;38;11;Jaunystės;2773;903
735;38;12;Ventos;3003;1131
736;38;20;Buknaičių;369;193
737;38;21;Leckavos;382;158
738;38;29;Urvikių;272;117
739;38;31;Krakių;534;240
740;39;1;Senamiesčio;2589;1285
741;39;2;V. Kudirkos;2763;1253
742;39;3;Respublikos;2636;1169
743;39;4;Ramučių;1772;692
744;39;4;Žagarės;2594;1276
745;39;5;Agluonų;412;198
746;39;6;Akmenės;3454;1801
747;39;7;Alkiškių;586;242
748;39;8;Daukšių;415;188
749;39;8;Eglesių;414;127
750;39;9;Gaižaičių;451;249
751;39;9;Kairiškių;411;176
752;39;10;Kapėnų;443;193
753;39;11;Gataučių;878;307
754;39;11;Kivylių;497;279
755;39;12;Kalnelio;633;241
756;39;12;Kruopių;625;318
757;39;13;Jučių;199;61
758;39;14;Pakalniškių;257;101
759;39;15;Palnosų;794;344
760;39;16;Papilės;2171;915
761;39;17;Linkaičių;613;303
762;39;17;Ramučių;583;238
763;39;18;Maldenių;427;236
764;39;18;Sablauskių;473;193
765;39;19;Ventos;3306;1641
766;39;20;Rudiškių;709;259
767;39;20;Viekšnių;2801;1613
768;39;22;Skaistgirio;1847;686
769;39;23;Stungių;559;232
770;40;1;Eglutės;2813;1235
771;40;2;Masčio;2750;1494
772;40;3;Respublikos;2439;1274
773;40;4;Žemaitės;2586;1192
