minor_gid;org_id;votes
0;1;432
0;2;133
0;3;89
0;4;84
0;5;62
0;6;39
0;7;36
0;8;35
0;9;31
0;10;29
0;11;26
0;12;22
0;13;21
0;14;17
0;15;13
0;16;6
0;17;5
0;18;5
0;19;5
0;20;3
0;21;2
0;22;2
0;23;1
0;24;1
1;1;249
1;2;110
1;4;59
1;10;44
1;3;35
1;5;32
1;7;20
1;6;19
1;9;19
1;14;18
1;8;13
1;13;10
1;15;6
1;20;6
1;12;6
1;16;5
1;11;4
1;19;3
1;17;2
1;22;1
1;18;1
1;23;0
1;21;0
1;24;0
2;1;585
2;2;150
2;3;135
2;10;97
2;8;83
2;5;80
2;4;76
2;13;76
2;6;65
2;9;55
2;7;32
2;11;22
2;12;17
2;14;16
2;15;10
2;18;9
2;16;7
2;17;7
2;19;7
2;22;5
2;23;4
2;20;3
2;21;0
2;24;0
3;1;348
3;2;86
3;3;85
3;8;63
3;10;58
3;4;53
3;9;31
3;6;29
3;5;28
3;7;27
3;13;16
3;11;13
3;23;8
3;14;7
3;15;6
3;12;6
3;17;4
3;20;4
3;21;3
3;18;3
3;22;2
3;24;1
3;16;1
3;19;0
4;1;437
4;2;166
4;3;107
4;10;49
4;9;47
4;4;47
4;7;47
4;5;40
4;8;35
4;6;26
4;14;25
4;13;25
4;11;15
4;15;9
4;17;8
4;12;6
4;19;5
4;21;5
4;20;3
4;18;2
4;16;1
4;23;0
4;24;0
4;22;0
5;1;301
5;3;80
5;4;76
5;2;65
5;10;62
5;6;57
5;8;54
5;5;47
5;9;35
5;13;31
5;7;25
5;11;15
5;12;14
5;15;11
5;17;6
5;16;6
5;20;6
5;24;5
5;21;4
5;19;4
5;14;2
5;23;2
5;22;2
5;18;0
6;1;427
6;2;162
6;3;119
6;4;89
6;8;65
6;5;63
6;9;43
6;10;41
6;13;29
6;7;29
6;11;27
6;18;19
6;6;16
6;17;13
6;12;10
6;20;8
6;14;5
6;23;5
6;16;5
6;19;4
6;21;0
6;15;0
6;22;0
6;24;0
7;1;207
7;2;73
7;3;73
7;10;48
7;4;42
7;5;34
7;6;24
7;8;16
7;7;15
7;9;13
7;12;10
7;13;9
7;11;8
7;17;5
7;14;5
7;19;3
7;23;3
7;21;2
7;18;2
7;22;1
7;15;1
7;16;1
7;20;0
7;24;0
8;1;292
8;2;117
8;3;104
8;10;82
8;6;57
8;4;52
8;5;33
