minor_gid;major_id;minor_id;minor_name;registered_voters;votes
1888;69;21;Verebiejų;460;357
1889;69;22;Gluosninkų;201;166
1890;69;23;Krokialaukio;881;664
1891;69;24;Ūdrijos;613;439
1892;69;25;Santaikos;562;388
1893;69;26;Punios;1011;816
1894;69;27;Raižių;886;397
1895;69;30;Butrimonių;1344;906
1896;69;32;Eičiūnų;632;444
1897;69;33;Karaliūnų;324;212
1898;69;33;Pivašiūnų;496;396
1899;69;34;Mikalavo;385;282
1900;69;36;Jurgelionių;705;446
1901;69;36;Žuvinto;407;305
1902;69;38;Daugų;1151;880
1903;69;46;Alovės;861;524
1904;69;48;Makniūnų;642;474
1905;69;49;Ryliškių;415;288
1906;69;50;Nemunaičio;983;539
1907;70;1;Puodžių;550;439
1908;70;2;Pamerkių;226;176
1909;70;2;Žilinų;624;457
1910;70;3;Dubičių;819;508
1911;70;4;Panočių;960;645
1912;70;5;Kabelių;393;342
1913;70;6;Marcinkonių;659;492
1914;70;7;Darželių;391;324
1915;70;8;Grūto;275;149
1916;70;8;Puvočių;166;120
1917;70;9;Švendubrės;247;216
1918;70;9;Žiūrų;246;182
1919;70;10;Butrimonių;917;424
1920;70;10;Krūminių;593;364
1921;70;10;Viečiūnų;1185;858
1922;70;11;Jančiūnų;775;353
1923;70;11;Matuizų;1345;915
1924;70;11;Neravų;1333;1092
1925;70;12;Bingelių;243;144
1926;70;12;Eišiškių;2549;1526
1927;70;13;Gudakiemio;322;216
1928;70;14;Gornostajiškių;944;447
1929;70;15;Kalesninkų;994;362
1930;70;15;Kibyšių;409;390
1931;70;16;Panaros;296;207
1932;70;16;Purvėnų;717;273
1933;70;17;Dainavos;846;419
1934;70;17;Merkinės;1382;1081
1935;70;17;Vilkiautinio;546;407
1936;70;18;Pabarės;801;398
1937;70;18;Pilvingių;498;315
1938;70;19;Tetėnų;569;238
1939;70;20;Jaskonių;169;136
1940;70;24;Daržininkų;350;287
1941;70;25;Dargužių;387;324
1942;70;26;Valkininkų;939;734
1943;70;27;Valkininkų;550;453
1944;70;28;Gudžių;478;395
1945;70;29;Nedzingės;327;233
1946;70;30;Perlojos;599;422
1947;70;31;Sarapiniškių;358;294
1948;70;32;Tolkūnų;532;432
1949;70;33;Krivilių;416;285
1950;70;34;Vydenių;798;492
1951;70;36;Varėnos m.;2564;1800
1952;70;37;Varėnos m.;2644;1935
1953;70;38;Varėnos m.;2363;1665
1954;70;39;Varėnos m.;913;744
1955;71;1;Avižienių;863;459
1956;71;2;Bartelių;403;318
1957;71;3;Bugiedos;123;74
1958;71;4;Būdviečio;380;303
1959;71;5;Dumblio;1077;626
1960;71;6;Kapčiamiesčio;1114;733
1961;71;7;A.Kirsnos;754;463
1962;71;8;Kirsnos;629;367
1963;71;9;Krikštonių;441;337
1964;71;10;Apylinkė Nr. 10;841;475
1965;71;11;Kuklių;518;389
1966;71;12;Kučiūnų;714;497
1967;71;13;Vytautų;362;245
1968;71;14;Lazdijų;3985;2839
1969;71;15;Metelių;344;249
1970;71;16;Nemajūnų;354;235
1971;71;17;Noragėlių;360;288
1972;71;18;Petroškų;326;248
1973;71;19;Rudaminos;501;374
1974;71;20;Seiliūnų;369;271
1975;71;21;Seirijų;1563;813
1976;71;22;Stebulių;437;261
1977;71;23;Šeštokų;796;508
1978;71;24;Šventežerio;865;586
1979;71;25;Teizų;547;320
1980;71;26;Verstaminų;427;316
1981;71;27;Veisiejų;1388;1093
1982;71;28;Viktarinos;501;294
1983;71;29;Žagarių;390;287
1984;71;30;Leipalingio;1911;1296
1985;71;31;Lipliūnų;222;143
1986;71;32;Ricielių;1059;659
1987;71;33;Varnėnų;694;489
1988;71;34;Druskininkų;1671;1146
1989;71;35;Druskininkų;3236;2579
1990;71;36;Druskininkų;1347;1067
1991;71;37;Druskininkų;2222;1463
1992;71;38;Druskininkų;3000;2341
