minor_gid,org_id,votes
658252,1,9
658252,2,26
658252,3,74
658252,4,3
658252,5,260
658252,6,15
658252,7,41
658252,8,6
658252,9,37
658252,10,6
658252,11,16
658252,12,62
658252,13,277
658252,14,17
658252,15,5
658252,16,86
658252,17,162
658254,1,3
658254,2,1
658254,3,10
658254,4,0
658254,5,51
658254,6,2
658254,7,2
658254,8,0
658254,9,8
658254,10,2
658254,11,2
658254,12,10
658254,13,43
658254,14,2
658254,15,1
658254,16,43
658254,17,25
658256,1,5
658256,2,10
658256,3,49
658256,4,0
658256,5,123
658256,6,28
658256,7,6
658256,8,0
658256,9,18
658256,10,5
658256,11,5
658256,12,24
658256,13,177
658256,14,15
658256,15,10
658256,16,118
658256,17,92
658258,1,0
658258,2,1
658258,3,1
658258,4,0
658258,5,16
658258,6,3
658258,7,5
658258,8,2
658258,9,29
658258,10,0
658258,11,2
658258,12,7
658258,13,8
658258,14,4
658258,15,0
658258,16,6
658258,17,4
658260,1,14
658260,2,18
658260,3,61
658260,4,1
658260,5,226
658260,6,24
658260,7,28
658260,8,3
658260,9,25
658260,10,3
658260,11,16
658260,12,35
658260,13,197
658260,14,17
658260,15,5
658260,16,76
658260,17,105
658262,1,7
658262,2,27
658262,3,80
658262,4,2
658262,5,150
658262,6,11
658262,7,16
658262,8,150
658262,9,16
658262,10,1
658262,11,10
658262,12,36
658262,13,68
658262,14,25
658262,15,2
658262,16,91
658262,17,51
658264,1,26
658264,2,17
658264,3,195
658264,4,4
658264,5,552
658264,6,41
658264,7,44
658264,8,11
658264,9,37
658264,10,13
658264,11,18
658264,12,114
658264,13,320
658264,14,42
658264,15,10
658264,16,117
658264,17,130
658270,1,13
658270,2,14
658270,3,96
658270,4,1
658270,5,155
658270,6,9
658270,7,13
658270,8,306
658270,9,33
658270,10,7
658270,11,9
658270,12,29
658270,13,149
658270,14,21
658270,15,4
658270,16,174
658270,17,53
658272,1,18
658272,2,21
658272,3,74
658272,4,1
658272,5,290
658272,6,31
658272,7,17
658272,8,2
658272,9,28
658272,10,5
658272,11,11
658272,12,142
658272,13,313
658272,14,24
658272,15,10
658272,16,84
658272,17,86
658274,1,2
658274,2,1
658274,3,3
658274,4,0
658274,5,21
658274,6,5
658274,7,2
658274,8,0
658274,9,5
658274,10,2
658274,11,4
658274,12,8
658274,13,38
658274,14,4
658274,15,2
658274,16,29
658274,17,7
658276,1,0
658276,2,0
658276,3,3
658276,4,0
658276,5,3
658276,6,5
658276,7,0
658276,8,1
658276,9,5
658276,10,0
658276,11,0
658276,12,0
658276,13,12
658276,14,2
658276,15,4
658276,16,20
658276,17,10
658278,1,2
658278,2,3
658278,3,7
658278,4,1
658278,5,46
658278,6,3
658278,7,4
658278,8,0
658278,9,11
658278,10,0
658278,11,0
658278,12,5
658278,13,40
658278,14,2
658278,15,2
658278,16,20
658278,17,16
658280,1,5
658280,2,48
658280,3,163
658280,4,0
658280,5,460
658280,6,15
658280,7,52
658280,8,162
658280,9,37
658280,10,10
658280,11,11
658280,12,82
658280,13,213
658280,14,21
658280,15,10
658280,16,123
658280,17,120
658282,1,2
658282,2,3
658282,3,14
658282,4,1
658282,5,16
658282,6,1
658282,7,0
658282,8,1
658282,9,12
658282,10,0
658282,11,1
658282,12,21
658282,13,44
658282,14,4
658282,15,0
658282,16,21
658282,17,16
658284,1,3
658284,2,48
658284,3,234
658284,4,3
658284,5,700
658284,6,21
658284,7,47
658284,8,68
658284,9,30
658284,10,7
658284,11,7
658284,12,136
658284,13,138
658284,14,21
658284,15,9
658284,16,74
658284,17,105
658286,1,3
658286,2,4
