minor_gid,org_id,votes
51,8,89
51,14,80
51,5,72
51,13,62
51,12,34
51,10,34
51,4,18
51,9,2
52,2,578
52,6,255
52,7,253
52,11,244
52,1,225
52,3,100
52,14,83
52,5,69
52,13,61
52,8,57
52,12,45
52,10,39
52,4,13
52,9,1
53,2,392
53,7,184
53,6,180
53,1,165
53,11,142
53,3,78
53,8,52
53,5,45
53,14,34
53,13,30
53,12,22
53,10,9
53,4,6
53,9,1
54,2,343
54,6,194
54,7,173
54,1,126
54,11,123
54,3,53
54,8,35
54,5,32
54,14,31
54,13,29
54,12,21
54,4,7
54,10,5
54,9,0
55,2,438
55,6,236
55,7,211
55,1,190
55,11,156
55,3,82
55,14,72
55,8,56
55,13,43
55,12,38
55,5,37
55,10,16
55,4,9
55,9,3
56,2,581
56,7,297
56,6,295
56,1,207
56,11,197
56,3,88
56,8,74
56,14,69
56,5,56
56,13,42
56,12,33
56,10,19
56,4,8
56,9,2
57,2,829
57,7,491
57,6,304
57,1,161
57,3,121
57,11,86
57,14,78
57,13,46
57,8,44
57,5,22
57,10,19
57,12,18
57,4,9
57,9,2
58,2,612
58,7,289
58,6,226
58,1,150
58,11,112
58,3,75
58,14,71
58,13,59
58,12,38
58,8,32
58,5,30
58,10,15
58,4,9
58,9,3
59,2,552
59,7,269
59,6,160
59,1,150
59,3,67
59,11,61
59,14,43
59,12,25
59,8,24
59,13,22
59,5,18
59,10,9
59,4,8
59,9,1
60,2,657
60,7,347
60,1,261
60,6,229
60,11,141
60,3,100
60,14,89
60,13,81
60,5,50
60,8,50
60,12,36
60,10,15
60,4,12
60,9,6
61,2,365
61,6,205
61,11,192
61,1,182
61,7,172
61,3,95
61,14,65
61,8,49
61,5,37
61,13,32
61,12,21
61,10,15
61,4,5
61,9,2
62,2,451
62,6,232
62,11,203
62,7,189
62,1,177
62,3,84
62,14,82
62,8,71
62,5,54
62,13,39
62,12,23
62,10,20
62,4,7
62,9,1
63,2,362
63,6,227
63,11,224
63,1,189
63,7,153
63,3,103
63,8,67
63,5,60
63,14,59
63,12,38
63,13,36
63,10,11
63,4,6
63,9,1
64,2,445
64,6,250
64,1,218
64,11,216
64,7,206
64,3,80
64,8,65
64,14,64
64,13,64
64,5,59
64,10,23
64,12,20
64,4,4
64,9,2
65,2,334
65,11,218
65,6,205
65,1,175
65,7,122
65,3,79
65,8,56
65,14,48
65,5,45
65,13,37
65,10,21
65,12,15
65,4,8
65,9,3
66,2,326
66,6,173
66,1,148
66,11,147
66,7,144
66,3,59
66,14,46
66,8,38
66,5,33
66,13,31
66,12,17
66,10,6
66,4,5
66,9,2
67,2,401
67,11,236
67,6,226
67,1,183
67,7,153
67,3,79
67,8,66
67,14,54
67,5,52
67,13,42
67,12,23
67,10,12
67,4,6
67,9,1
68,2,341
68,6,226
68,7,199
68,11,149
68,1,142
68,3,92
68,14,67
68,8,52
68,5,35
68,12,20
68,13,18
68,10,12
68,4,4
68,9,2
69,2,427
69,6,236
69,1,222
69,11,215
69,7,154
69,3,103
69,8,87
69,14,84
69,5,42
69,13,41
69,12,26
69,10,12
69,4,8
69,9,1
70,2,437
70,6,291
70,11,281
70,1,254
70,7,187
70,8,104
70,5,94
70,3,86
70,14,85
70,13,46
70,12,33
70,10,24
70,4,10
70,9,2
71,2,358
71,6,215
71,11,186
71,7,185
71,1,174
71,3,68
71,14,44
71,5,42
71,8,39
71,13,32
71,12,24
71,10,19
71,4,2
71,9,1
72,2,358
72,11,194
72,6,194
72,1,183
72,7,146
72,14,74
72,3,65
72,5,40
72,8,29
72,12,28
72,13,25
72,10,14
72,4,7
72,9,1
73,2,435
73,11,283
73,7,223
73,6,222
73,1,203
73,14,95
73,3,83
73,8,67
73,5,66
73,13,33
73,12,28
73,10,11
73,4,10
73,9,0
74,2,516
74,11,349
74,6,275
74,1,249
74,7,241
74,14,101
74,3,90
74,8,85
74,5,85
74,13,44
74,12,39
74,10,24
74,4,11
74,9,6
75,2,472
75,11,272
75,6,260
75,7,232
75,1,218
75,14,103
75,3,68
75,8,58
75,5,45
75,12,42
75,13,42
75,4,16
75,10,15
75,9,1
76,2,469
76,11,331
76,7,225
76,6,223
76,1,217
76,14,119
76,3,67
76,5,65
76,8,58
76,13,47
76,12,42
76,10,21
76,4,12
76,9,1
77,2,347
77,11,245
77,1,228
77,6,194
77,7,154
77,14,73
77,3,71
77,5,60
77,8,48
77,13,33
77,12,18
77,4,8
77,10,8
77,9,6
78,2,431
78,6,240
78,7,208
78,1,198
78,11,190
78,14,110
78,3,82
78,8,54
78,5,51
78,13,40
78,12,39
78,10,10
78,4,8
78,9,3
79,2,690
79,6,318
79,7,292
79,11,278
79,1,236
79,3,123
79,14,95
79,13,75
79,8,65
79,5,53
79,12,35
79,4,15
79,10,15
79,9,1
80,2,689
80,7,392
80,6,331
80,1,268
80,11,198
80,3,119
80,14,114
80,13,77
80,8,66
80,5,60
80,12,39
80,10,12
80,4,12
80,9,2
81,2,547
81,7,280
81,6,231
81,1,170
81,11,155
81,3,101
81,14,91
81,13,62
81,12,51
81,5,45
81,8,35
81,10,18
81,4,6
81,9,1
82,2,628
82,7,359
82,6,303
82,1,194
82,11,156
82,3,127
82,14,63
82,12,62
82,13,62
82,5,61
82,8,48
82,10,27
82,4,10
82,9,6
83,2,437
83,7,242
83,6,209
83,11,193
83,1,150
83,3,93
83,14,66
83,5,43
83,8,39
83,12,38
83,13,37
83,10,12
83,4,8
83,9,6
84,2,581
84,7,302
84,6,253
84,1,156
84,11,145
84,3,114
84,12,47
84,14,45
84,13,31
84,8,28
84,5,28
84,10,18
84,4,3
84,9,1
85,2,349
85,6,212
85,11,194
85,1,161
85,7,145
85,3,59
85,5,57
85,8,53
85,14,45
85,12,43
85,10,14
85,13,14
85,4,6
85,9,2
86,2,276
86,6,184
86,11,183
86,7,145
86,1,135
86,3,74
86,8,68
86,14,51
86,5,43
86,12,25
86,13,24
86,4,11
86,10,6
86,9,2
87,2,259
87,6,170
87,1,129
87,11,123
87,7,99
87,3,52
87,5,41
87,14,36
87,13,34
87,12,34
87,8,32
87,10,12
87,4,4
87,9,0
88,2,312
88,6,184
88,1,144
88,11,116
88,7,109
88,14,48
88,8,43
88,5,35
88,13,31
88,3,31
88,12,30
88,10,6
88,4,5
88,9,0
89,2,295
89,6,175
89,11,158
89,1,157
89,7,125
89,3,76
89,14,56
89,5,49
89,8,45
89,12,35
89,13,21
89,10,16
89,4,6
89,9,2
90,2,382
90,6,194
90,7,165
90,11,164
90,1,135
90,3,63
90,5,59
90,8,58
90,14,51
90,12,33
90,13,20
90,10,16
90,4,4
90,9,1
91,2,279
91,7,147
91,6,138
91,11,129
91,1,126
91,3,55
91,8,34
91,5,30
91,12,29
91,14,26
91,13,16
91,10,10
91,4,3
91,9,2
92,2,271
92,6,169
92,11,143
92,1,117
92,7,97
92,3,78
92,14,46
92,8,39
92,5,35
92,13,30
92,12,17
92,10,10
92,4,5
92,9,0
93,2,372
93,6,210
93,11,193
93,1,156
93,7,120
93,3,76
93,5,61
93,8,60
93,14,54
93,13,38
93,12,29
93,10,11
93,4,7
93,9,3
94,2,931
94,7,403
94,6,284
94,1,153
94,3,124
94,11,84
94,14,54
94,13,45
94,12,43
94,8,28
94,5,27
94,10,16
94,4,5
94,9,2
95,2,506
95,6,225
95,11,190
95,7,174
95,1,158
95,3,59
95,8,48
95,5,41
95,14,40
95,13,35
95,12,26
95,10,12
95,4,11
95,9,7
96,2,492
96,6,244
96,1,214
96,7,203
96,11,161
96,5,64
96,8,61
96,3,52
96,14,51
96,12,31
96,13,30
96,10,13
96,4,8
96,9,4
97,2,289
97,7,182
97,6,145
97,11,141
97,1,141
97,8,51
97,5,50
97,3,43
97,14,35
97,12,28
97,13,20
97,10,15
97,9,2
97,4,1
98,2,283
98,6,199
98,7,161
98,11,118
98,1,112
98,3,55
98,8,45
98,14,45
98,5,44
98,13,34
98,12,21
98,10,14
98,4,4
98,9,1
99,2,420
99,6,190
99,7,167
99,1,145
99,11,135
99,3,53
99,13,53
99,8,46
99,14,42
99,5,41
99,12,20
99,10,19
99,4,7
99,9,0
100,2,360
100,6,220
100,11,196
100,7,185
100,1,143
100,14,67
100,5,61
100,8,53
100,13,46
100,3,45
100,12,21
100,10,20
100,4,9
100,9,5
101,2,344
101,7,164
101,6,157
101,11,156
101,1,129
101,14,52
101,3,51
101,8,49
101,5,32
101,13,28
101,12,17
101,10,14
101,4,7
101,9,1
102,2,966
102,7,562
102,6,283
102,1,257
102,11,149
102,3,115
102,14,63
102,13,49
102,5,49
102,8,30
102,12,23
102,10,21
102,4,9
102,9,1
103,2,381
103,11,214
103,6,211
103,7,154
103,1,153
103,3,61
103,5,53
103,8,48
103,14,45
103,13,32
103,12,27
103,10,14
103,9,2
103,4,1
104,2,590
104,6,309
104,7,266
104,11,266
104,1,259
104,3,91
104,5,75
104,14,69
104,8,65
104,13,58
104,12,28
104,4,17
104,10,13
104,9,6
105,2,525
105,6,235
105,7,220
105,11,217
105,1,212
105,3,76
105,14,58
105,13,48
105,5,43
105,12,39
105,8,39
105,10,17
105,9,2
105,4,1
106,2,397
106,11,197
106,6,185
106,7,180
106,1,166
106,14,63
106,3,56
106,5,51
106,8,31
106,13,24
106,12,21
106,10,12
106,4,8
106,9,3
107,2,579
107,7,230
107,1,165
107,6,157
107,11,100
107,3,79
107,14,57
107,5,34
107,13,32
107,12,27
107,8,26
107,10,18
107,4,5
107,9,3
108,2,369
108,11,258
108,1,153
108,6,144
108,7,126
108,5,67
108,8,58
108,3,46
108,13,37
108,14,37
108,12,26
108,10,22
108,9,6
108,4,4
109,2,393
109,11,358
109,7,207
109,6,186
109,1,156
109,3,113
109,5,72
109,8,63
109,13,46
109,12,41
109,14,40
109,10,29
109,4,6
109,9,1
110,11,295
110,2,246
110,7,120
110,1,111
110,6,85
110,3,71
110,5,64
110,8,39
110,14,26
110,13,25
110,12,19
110,10,14
110,4,6
110,9,2
111,11,274
111,2,149
111,6,85
111,1,84
111,7,76
111,8,65
111,5,65
111,3,43
111,14,28
111,13,16
111,10,13
111,12,10
111,4,5
111,9,3
112,11,158
112,2,70
112,6,50
112,5,44
112,1,39
112,8,37
112,7,25
112,3,18
112,10,11
112,12,9
112,13,7
112,14,5
112,4,5
112,9,2
113,2,297
113,11,260
113,7,149
113,8,106
113,6,84
113,1,81
113,5,71
113,3,33
113,14,23
113,12,16
113,13,14
113,10,13
113,4,10
113,9,2
114,11,387
114,2,154
114,7,117
114,8,112
114,1,101
114,5,101
114,6,82
114,3,58
114,10,34
114,14,25
114,12,12
114,13,7
114,4,7
114,9,0
115,11,282
115,5,87
115,6,84
115,2,76
115,8,69
115,1,66
115,7,49
115,3,36
115,14,13
115,12,12
115,10,12
115,13,5
115,9,1
115,4,1
116,11,363
116,2,152
116,1,131
116,6,124
116,5,123
116,8,107
116,7,80
116,3,64
116,14,39
116,10,24
116,12,17
116,13,5
116,4,3
116,9,1
117,2,847
117,7,414
117,6,285
117,11,281
117,1,237
117,3,106
117,8,86
117,5,66
117,14,54
117,13,43
117,12,40
117,10,21
117,4,15
117,9,2
118,11,501
118,2,179
118,5,156
118,6,153
118,1,153
118,8,131
118,7,93
118,3,88
118,14,52
118,13,28
118,10,26
118,12,21
118,4,5
118,9,4
119,11,191
119,2,42
119,8,40
119,6,33
119,5,31
119,7,29
119,1,24
119,3,13
119,10,10
119,14,9
119,13,8
119,12,4
119,4,1
119,9,0
120,2,473
120,7,258
120,6,206
120,1,149
120,11,112
120,3,63
120,8,62
120,12,54
120,5,52
120,13,49
120,14,29
120,10,16
120,4,4
120,9,0
121,2,277
121,6,251
121,11,249
121,7,162
121,1,152
121,14,98
121,8,76
121,5,72
121,3,52
121,12,49
121,13,22
121,10,17
121,4,6
121,9,3
122,11,221
122,2,190
122,7,128
122,6,72
122,8,57
122,1,56
122,3,39
122,14,16
122,5,16
122,12,13
122,13,10
122,10,2
122,4,2
122,9,1
123,2,158
123,11,107
123,6,91
123,7,84
123,1,61
123,8,41
123,3,33
123,5,31
123,12,22
123,13,15
123,14,13
123,10,12
123,4,9
123,9,1
124,2,382
124,6,251
124,7,216
124,11,210
124,1,133
124,8,107
124,14,71
124,12,68
124,3,65
124,5,60
124,13,38
124,10,9
124,4,6
124,9,4
125,11,109
125,8,62
125,7,53
125,6,52
125,1,45
125,2,43
125,5,29
125,14,20
125,3,20
125,12,15
125,13,9
125,10,8
125,4,1
125,9,0
126,2,262
126,11,156
126,6,142
126,7,135
126,1,92
126,5,70
126,8,63
126,14,49
126,3,46
126,12,33
126,13,28
126,10,8
126,4,4
126,9,0
127,2,164
127,11,163
127,6,103
127,7,89
127,8,81
127,1,74
127,3,67
127,5,45
127,14,32
127,12,25
127,13,16
127,4,5
127,10,4
127,9,0
128,2,209
128,11,165
128,7,125
128,6,120
128,1,115
128,8,90
128,5,49
128,3,49
128,12,40
128,13,30
128,14,28
128,10,13
128,4,5
128,9,1
129,11,96
129,2,73
129,6,58
129,8,49
129,7,47
129,1,38
129,5,27
129,3,26
129,12,14
129,14,14
129,13,11
129,10,8
129,4,2
129,9,0
130,2,134
130,6,76
130,11,66
130,7,66
130,1,62
130,8,36
130,14,30
130,5,30
130,12,20
130,3,18
130,13,13
130,10,12
130,4,4
130,9,1
131,2,267
131,11,158
131,6,121
131,7,108
131,1,81
131,8,70
131,3,54
131,5,49
131,14,32
131,13,26
131,12,24
131,10,10
131,4,6
131,9,2
132,11,145
132,2,139
132,6,101
132,7,69
132,1,69
132,8,66
132,5,38
132,3,30
132,14,18
132,13,14
132,10,13
132,12,12
132,4,2
132,9,1
133,2,146
133,11,120
133,6,107
133,7,71
133,1,69
133,8,66
133,5,59
133,3,38
133,14,31
133,13,17
133,10,12
133,12,10
133,4,9
133,9,1
134,2,158
134,11,137
134,7,95
134,6,81
134,1,74
134,8,63
134,5,34
134,3,33
134,14,27
134,12,22
134,13,15
134,10,12
134,4,2
134,9,1
135,2,96
135,11,92
135,7,50
135,6,46
135,1,43
135,14,43
135,8,31
135,3,25
135,5,22
135,12,15
135,13,13
135,10,11
135,4,5
135,9,1
136,11,206
136,2,91
136,7,61
136,1,36
136,6,32
136,8,27
136,3,16
136,12,8
136,14,8
136,5,8
136,13,6
136,9,2
136,4,1
136,10,1
137,2,961
137,7,453
137,6,272
137,1,211
137,3,112
137,11,91
137,14,59
137,12,43
137,13,42
137,8,39
137,5,30
137,10,16
137,4,8
137,9,1
138,2,863
138,7,428
138,6,198
138,1,194
138,3,102
138,11,67
138,14,38
138,12,36
138,8,35
138,13,28
138,10,11
138,5,9
138,9,1
138,4,0
139,2,759
139,7,348
139,1,228
139,6,225
139,3,104
139,11,94
139,13,53
139,14,50
139,8,48
139,5,38
139,12,38
139,10,19
139,4,7
139,9,6
140,2,706
140,7,355
140,6,276
140,1,245
140,11,206
140,3,110
140,5,67
140,13,67
140,8,66
140,14,62
140,12,43
140,10,15
140,4,13
140,9,2
141,2,993
141,7,452
141,6,299
141,1,289
141,3,129
141,11,107
141,13,81
141,14,79
141,12,66
141,8,49
141,5,34
141,10,21
141,4,11
141,9,2
142,2,734
142,7,333
142,6,269
142,1,215
142,11,186
142,3,84
142,13,76
142,14,67
142,8,54
142,5,46
142,12,40
142,10,24
142,4,13
142,9,3
143,2,533
143,11,256
143,6,242
143,7,216
143,1,210
143,5,95
143,3,84
143,8,68
143,14,60
143,13,52
143,12,31
143,10,26
143,4,6
143,9,5
144,2,656
144,7,313
144,6,287
144,1,205
144,11,120
144,3,104
144,13,48
144,14,46
144,8,40
144,12,39
144,5,32
144,10,20
144,4,4
144,9,2
145,2,1020
145,7,464
145,1,309
145,6,297
145,3,145
145,11,124
145,14,66
145,13,58
145,5,58
145,8,52
145,12,47
145,10,18
145,4,7
145,9,2
146,2,469
146,7,292
146,6,265
146,1,170
146,11,129
146,3,104
146,12,54
146,14,47
146,8,38
146,5,35
146,13,27
146,10,20
146,4,10
146,9,1
147,2,369
147,6,172
147,7,124
147,1,121
147,14,52
147,13,30
147,12,22
147,8,22
147,5,19
147,4,13
147,10,11
147,3,10
147,9,5
147,11,2
148,2,329
148,6,162
148,1,130
148,7,92
148,14,50
148,5,45
148,13,26
148,8,24
148,10,14
148,12,13
148,3,11
148,4,5
148,9,3
148,11,2
149,2,180
149,6,127
149,1,79
149,7,65
149,14,41
149,13,24
149,8,16
149,12,14
149,5,13
149,3,10
149,10,8
149,11,4
149,9,2
149,4,1
150,2,232
150,6,132
150,1,111
150,7,72
150,14,50
150,5,32
150,13,16
150,12,13
150,3,9
150,4,8
150,8,7
150,9,5
150,10,4
150,11,2
151,2,491
151,6,290
151,1,189
151,7,114
151,14,93
151,5,49
151,10,29
151,8,28
151,12,21
151,13,20
151,4,19
151,3,15
151,9,4
151,11,3
152,2,441
152,6,276
152,1,212
152,7,125
152,14,91
152,5,42
152,13,31
152,8,28
152,12,22
152,10,18
152,9,13
152,3,12
152,4,5
152,11,0
153,2,445
153,6,181
153,1,133
153,7,131
153,14,64
153,13,35
153,5,21
153,3,21
153,10,16
153,12,14
153,8,13
153,9,11
153,4,9
153,11,5
154,2,527
154,1,240
154,6,228
154,7,186
154,14,64
154,8,43
154,5,38
154,12,27
154,10,26
154,13,23
154,3,22
154,4,10
154,11,8
154,9,5
155,2,563
155,6,265
155,1,224
155,7,180
155,14,91
155,13,37
155,8,37
155,12,34
155,5,33
155,3,26
155,10,24
155,9,13
155,11,12
155,4,5
156,2,206
156,1,66
156,6,59
156,7,44
156,14,16
156,3,14
156,5,13
156,10,11
156,12,8
156,13,8
156,8,8
156,9,4
156,4,3
156,11,1
157,2,625
157,1,253
157,6,252
157,7,171
157,14,82
157,5,58
157,13,40
157,12,32
157,8,32
157,10,26
157,3,24
157,11,19
157,9,12
157,4,6
158,2,151
158,6,66
158,1,45
158,7,34
158,14,19
158,5,16
158,12,12
158,8,12
158,13,9
158,10,5
158,3,5
158,11,1
158,4,0
158,9,0
159,2,748
159,6,372
159,7,212
159,1,182
159,14,109
159,13,79
159,5,64
159,8,58
159,10,41
159,12,32
159,3,32
159,9,16
159,4,14
159,11,9
160,2,644
160,6,310
160,7,173
160,1,157
160,14,68
160,8,50
160,5,38
160,13,30
160,12,18
160,10,18
160,3,17
160,4,11
160,11,6
160,9,5
161,2,826
161,6,372
161,1,330
161,7,232
161,14,101
161,5,56
161,8,52
161,13,49
161,12,43
161,3,42
161,10,37
161,9,9
161,4,7
161,11,6
162,2,514
162,6,283
162,1,188
162,7,151
162,14,84
162,13,45
162,5,44
162,8,44
162,10,38
162,12,32
162,3,20
162,4,9
162,9,7
162,11,4
163,2,776
163,6,681
163,1,235
163,7,221
163,14,126
163,5,74
163,13,60
163,8,50
163,12,46
163,10,26
163,3,24
163,9,14
163,4,14
163,11,3
164,6,547
164,2,455
164,1,222
164,7,177
164,14,153
164,5,68
164,8,47
164,12,45
164,13,34
164,10,24
164,11,20
164,4,13
164,3,12
164,9,10
165,6,493
165,2,458
165,1,208
165,7,153
165,14,128
165,13,50
165,5,49
165,8,46
165,12,43
165,3,28
165,10,25
165,4,10
165,9,8
165,11,2
166,6,715
166,2,573
166,1,270
166,7,221
